L-I,when do the mosquitos stop drinkings the blood well that's a good question etheir the mosquito's stomach gets full or it gets spotted and flys away quickly or dies because it got swatted by somebody
L-I,when the apple falls from the tree it gets a bruise then the decomposers build o to the bruise and takes the energy from the apple then the apple rots
L-I,when the apples fall they interact with the air because the apple is falling through the air when it falls to the ground it is interacting with leaves over time the apple will interact with decomposers the decomposers interact with the apple by eating it so it get rotten
L-I,when they dig the ants push dirt out to make tunnles witch makes a ant hill like when you dig with a tunnle
L-I,when they fall of the tree than they cant grow any more like a human when a human eats and than grows and you grow till you cant grow any more than advetually die so thats the same with apples
L-I,why are baby ants white when their born and then they turn to their regular ant colony color and not just be born the same color as their ant colony what i did learn though is that when the ants are born they have no legs and can't do anything without the help of the other ant or so called worker ants my theory is if the baby ants are born without legs and can't do anything by itself maybe that has to do with why its color is white also if their decomposers maybe something from that equals to why the baby abts are born white and if they eat te right type of foods they can turn to their regular coloies colors
L-I,yes my theory is yes during oter sesings in winter ther fur might white or oter colers
L-I,"image kf6 rit albany edu manual_assets kf4images iconnoteunreadothr gif"" missing link "" link contribution by missing authors when a tardigrade is dry up it starts to synthesize special molecules which fill the tardigrades cells to replace lost water by forming a matrix a matrix is like a net the marix keeps cells from the tardigrade from moving or combining"
L-I,a better theory i think ant hills are living because the are in are ecosystem and they are ecsposed to air to live
L-I,my theory a daddy long legs fangs are to short to bite people but there tails are have been so deadly with venom
L-I,my theory is that maybe the berries are a source of food to the stink bugs and that's why they were all over the berries
L-I,my theory is that moss lets go clusters of seeds into the air and let the wind carry it away
L-I,my theory is that spiders can climb up walls because they shoot a spider web up and climb it and the web is sticky
L-I,my theory is that the enviormet is good here at this time
L-I,my theory is that the ground hog that we saw might live here in guilderland because there are nutrients maybe here so that is why i am searching wy groundhogs live in guilderland this theory cannot explain why ground hogs live in guilderland
L-I,my theory is that the moss might have got stuck on the brick somehow and there might have some water on it that might keep it sticking if you look in google how it gets stuck on the brick and gets nutrients from it might help
L-I,my theory is that there are all kinds of diffrent cattipilers but there is only one kind that i know that is piosenes and it is white with black spikes and it is really cool iv seen one or two before and thoes are the most dangoures cattipilers that i know
L-I,my theory is that there is oil on the poison ivy that makes you ich and there is alot of diffrent ways it can get in any were at any time at any place
L-I,my theory is that they are poisonis because they eat stuff that makes them poison is
L-I,my theory is that they eat anamals that cant hert them that much
L-I,my theory is that they go down deep so preditors will not eat them
L-I,my theory is that they need food to survive
L-I,my theory is that they need there fur to survive and water food
L-I,my theory is that they still could live because they would still have a lot of their legs and most likely 2 legs would not through them of ballance
L-I,my theory is that weather is a super strong force that uses lots of different matter like wind water houses and more weather can c hh znge a lot of things like people if it always snowed no crops could grow and all living things would die out
L-I,my theory is the apple fell of the tree and the decomposers eat the apple and the apple got less energy and rotted
L-I,my theory is the spider might still live for ages because a spider needs equal legs
L-I,my theory is the thorns are usedto keep plant eating animals away we should work together on this wondering
L-I,my theory is there might have been nutrients on the bery so that must be why
L-I,my theory is they might crall over the school like going on it and crall on to the roof to go in the courtyard
L-I,my theory is apples fall because of gravity the apple falls when it gets ripe once it is ripe it gets weak around the stem and the gravity pulls it down to the ground
L-I,my theory is toads do not go undergrond because they do not go undergrondthey go into a state of hibernation and somecanbe exposed to temperatures below freezing aquatic
L-I,my theory is that the white and black catipiller is piosonous but some one else thinks there is another black and white catipiller in florida but i disagree
L-I,my theory it is probably damp there to because it is dark and that stops the sun from drying it so maybe it grows in dark and damp places
L-I,my theory mosquitos are the most deady creatures in the world they can cary thousands of deiseases
L-I,my theory moss grows on the north side of trees because water evaporates on the north side of the tree in the southern hemisphere water evaporates on the south side of trees
L-I,my theory my theory is that ants find the hills and just put hole and the top the dont build the hills
L-I,my theory of why the stinkbugs are not moving when they are on the berries is maybe they want it as their source of food and the stinkbugs don't want the other stinkbugs getting over the berries also maybe since it's getting colder the stinkbugs want to get as much food as they can because it will be a lot colder and the stinkbugs will lose their sources of food
L-I,my theory poison is used to scare predetors away or else the predotor will dye slowly
L-I,my theory seeds are living matter because seeds in apples are like unborn children they dont grow but when they get the right treatment they grow into a huge apple tree
L-I,my theory that plants don't have energy in them they have nutrients and ogranisoms that eat them that eat plants get the nutrients into energy to move and do other stuff animals that don't don't get the energy
L-I,my theory mosquitos are the most deadly animals in the world they cary thousands of diseases
L-I,my theory moss does not only grow on the north side of trees moss grows on the north side of trees if the tree lives in the northern hemisphere the reason for this because the sun hits the north side of trees so water evaporates so moss grows if the tree lives in the southern hemisphere it grows on the south side
L-I,my theory wonce one gets in it lays eggs whitch makes more and one probibly crawled on the roo
L-I,my theory grasshoppers go through 4 stages of their life cycle egg nymph adult grasshoppers and death a nymph looks like a little adut grasshopper but with out wings
L-I,my theory i think the worms use the slime on their bodies help them to move around in the soil
L-I,my theory is that it's wind
L-I,my theory is that the plant starts to dies when the soil becomes more unheathly or they can't get the minerals that they need
L-I,new information moss seedless spores the wind carriess the spores throw the air and if it is in the right codistion then it will land on ground and it will grow the plant called moss
L-I,anthony female mosquitos are the only mosquitos that drink blood because they need nutrients for their eggs male mosquitos are harmless and instead eat nectar
L-I,i agree with owian but i think that the ants do a few grains of sand dirt at a time
L-I,i agree with serena because the plants made no progress over the weekend so i will also check with serena if the plants made any progress on the 7th of december and\or 10th of december
L-I,i noticed that ants were crawling around sand and there was a ant hole i need to understand how living underground impacts ants and what impacts ants living underground my theory is that snow and rain impacts ants living underground by bringing the ant hole down also does warm weather impact ants living underground also
L-I,i noticed that moss does not have seeds i need to understand that why does moss grow if it does not have seeds so it can grow my theory is moss is growing because a reaction that supposedly it makes moss grow
L-I,i noticed that moss was growing on the trees i need to understand why does moss grow on the tree my theory maybe the weather effects the moss or the light
L-I,i noticed that some plants in the courtyard are rotting i need to understand what causes living plants to interact with the rotting plants my theory is that the rotting plants decay into the soil and the living plants use the soil to grow
L-I,i noticed that the moss was get larger and larger as it spread i need to understand how and why does moss spread to other things around it my theory is that moss spread more cause it grows to the round and evantually reaches other objects
L-I,i noticed that there was more moss on the sides of the boards on the bench then on the top i need to understand if the moss grows better in the shade than in the sun my theory is that the moss needs to be in a dark and moist place this might be why it sometimes grows on wood
L-I,i noticed that when the wind blow the leaves fell off the tree i need to understand why the weather effects living and nonliving matter in the ges ecosytem my theory is thay when the weather puts presure on the matter like hail rain or wind the matter falls flattens or moves like when you get pushed you fall forward
L-I,i noticed the apple tree had some leaves that were green and some were yellow i need to understand why the leaves are different colors i know the temperature is getting cooler does that impact the way the tree changes my theory is that the leaves will eventually get so old they turn colors like my hair is so old it has turned gray
L-I,i think a few years at most
L-I,i think berry trees have red stuff on it
L-I,i think moss forms in dark areas because it grows on dark spot on trees
L-I,i think spiders climb walls by gripping into cracks with their legs
L-I,in other cases there would be making it moss because i just realized that moss cant grow seeds but plants can
L-I,the sun will allways be a mystriye because nobody has even gotten anywhere near the sun without dieing
L-I,well jack you see air you see it everywhere and air s everthing and plus air is the first thing that you see in the morning when you wake up
L-I,i need to understand what will happen to the north and south poles when there is too much carbon dioxide my theory i know that when there is too much carbon dioxide the whole world will heat up which will cause a greenhouse effect a better theory when there is too much carbon dioxide inside the earths mantle the carbon dioxide will push the lava up to earth and cause a volcano eruption new information first the humans breathe out carbon dioxide than the trees and water soak up the carbon dioxide than breathe out the trees and water are called carbon soakers because they take in more carbon than they breathe out i need to understand how much carbon dioxide we need to keep in order to keep the world balanced
L-I,my theory adhityablack ants live in colonies and anthills black ants are mostly nice but not so aggressive like red ants and red and black ants mostly bite alot it causes a infection fire antsare omnivorous known toeatmeats greasy and sweet materials fire antsare omnnivores meaning they will feed on animal or vegetable sources offood thefireant worker's diet includes insects earthworms ticks spiders arthropod eggs honeydew and other sweets this picture here is a leaf cutter antthe ant is a very successful member of the insect group and has always been a topic of interest due to its complex colony a profile on the ant explains the complexity of the ant colony and why it is often referred the size and distribution of ant populations is presented along with information on the ant's senses and a detailed description of the ant's life cycle information on the ant's antennae is included as well as information on the ant's strength walking paths and social behavior image kf6 rit albany edu attachments 5b87586745b8a02554df72de 5bdc50785182ad5cff2b5c0c 1 blob link mnn com earthmatters animals blogs crazyfactsleafcutterants ant wikipedia link en wikipedia org wiki ant click on the ant wikipedia to learn some more
L-I,new information ants affect nutrients in the soil by moving through it to build nests and move food this is good for the ecosystem what is more important is the population of ants when the population of ants decreases the population of other species increases because the ants are very aggressive my theory the nutrients that the ants bring to the soil helps plants to grow i need to understand how the nutrients get there from the ants and how does it help
L-I,new information bryophytes are actually a seedless plants they do not need seed pollenaters or photosynthesis to grow moss liverworts and hornworts or all types of seedless plants usally they live in wet and dewy habitats this is how they grow a moss gives out seeds called spores that travel inair and lands onsome surface the seed that lands on a surface will soon grow into a moss
L-I,new information that we found was that articles and videos might not be true which is why we need to do experiments in the experiment we found out that the tounge is not made up with separterate taste buds in separterate areas we found this out by taking qtips and dip it in 4 different subtunces sour lemon juice sugar salt and bitter coffee shown a diagram of different parts of the tounge and have to put the dipped in qtip on the part you have to log it on a paper if you can taste it or not in the end we shared our results and made a conclusion that the tounge is not made up of seperterate taste buds which means that not all article videos aren´t always true
L-I,new information that i have found is the leaves are green beacause of chorophyll chorophyll is green it absorbs the sunlight and water the help to make sugar for the tree plants use chorophyll to make food also leaves have things inside them called pigments which are colored red yellow orange and also purple you can't see them because during the summer there is so much chorophyll it overrides it but during the fall there is less sunlight and the chorophyll slowly starts to fade and thats why the leaves change color
L-I,all birds have feathers for different reasons like the penguins have feathers to keep warm chickens have feathers because they also need to keep warm they also need them to flutter up to places only a few feet above the ground turkeys need feathers also to flutter up to places and to keep warm and penguins have a thick layer of blubber under their feathers to keep warm in the extreme cold
L-I,before the btb was blue because it had no carbon dioxide once we blew human air into it it turned green because human air has c02 when we put a plant into the btb it turned green because plants take in carbon dioxide and the plant took in the carbon dioxide and made it turn back to blue
L-I,decompoition is in the naturle process by which large organic materials and molecules are broken down into simpler ones the ultimante products of decompoition are simple molecules such as carbon dioxid water decompoition is actually an extremly vital ecological process
L-I,decomposers and sravengers that break down the dead plants and animals they also break down the waste scat of other organisms decomposers are very important to any ecosystem if they weren't in the ecosystem the plants would not get the essential nutrients and then the dead matter and waste would pile up source can't remember the title of the artical
L-I,decomposers are the f b i the f stands for fungus b stands for bacteria and the i stands for insects decomposers are like little cleaners of nature they decompose until whatever they are decomposing into carbon dioxide oxygen &amp water
L-I,first of all the cycle starts off as a seed then the seed gets carbon dioxide water sunlight to grow after it gets all of those things the seed turns into a small tree and grows out of the ground this is when the tree also starts to grow roots after this step the small tree turns into an apple tree this is when the tree grows apples after the tree starts getting weak it loses its apples when the apples fall to the ground and die the seeds are exposed they go back in the ground or the wind blows them away and moves them to some place else this is how the cycle keeps on going
L-I,i know that ants are decomposers when they eat they leave a trail of left over bits of food that add nutrients to the soil i know that ants are aggressive i learned that the ant population can impact the population of other species in an area if the ant population goes down other species in that area will go up my theory if an ant population goes up other species'population will go down many ants work together to 'take out' other species a better theory without ants and other decomposers the soil would not get nutrients without the nutrients inthe soil the plants that grow there would not get what they need to grow strong with nutrients then the animals that eat the plants won't have the best nutrients they need humans who eat the animals that eat the plants won't get the nutrients they need to get bigger and stronger and survive in healthy ways ants are an interesting and important species i need to understand what are the nutrients in the soil that plants and animals and humans need
L-I,i learned that at first i thought that moss did not have any roots but now i found out that moss actually moss has tiny small roots and that moss is eukaryotic meaning their cells have nucleus that also contain cell wall called cellulose there also autotrophic which means they make their own food they also carry a photosynthesis witch makes carbon carbon dioxide into sugar in order for moss to grow in other places there has to be other moss to send around spores if it lands somewhere with the right temperature than it can grow correctly seedless plants are separated into different groups vascular and nonvascular vascular have canals that carry water throughout their body nonvascular plants or bryophytes instead of collecting water from there roots they collect water though there thin cell walls they don’t grow more than a few centimeters tall thin rootlike rhizoids holds the plants down and also absorb water from the ground you will find bryophytes all around the world mostly in rain forests and ponds and streams mosses are the most common bryophytes clumped in layers on tree trunks the ground or even rocks moss and liverworts were the first plants to live harsh places
L-I,i used to think that not alot of insects can live in moss because moss insects are pretty big like a big ant but there’s a insect called a tardigrade a tardigrade is a insect that lives in or around moss so if a tardigrade can live in moss that mean other insects can live or can they because a tardigrade is microscopic so there’s a lot of space for the tardigrade now i think that moss can’t really provide a home or insects because a ant lives underground so if ants lives on moss when it rain the rain will wash the ants away
L-I,i used to think that the air moves by itself now i know that the sun makes the air move and that the sun has to be in a certain area to push the wind it's the low pressure system as the warm air rises it cools of and eventually sinks back down the system is like a big engine taking in air all around it that gets you a lot of moving air
L-I,i ve learned that all living things are linked together by what they eat for example say if there were no more shrimp the amount animals that eat the shrimp will start to decrease and it would just keep on decreasing also did you know that the food web can contain lost and lots of animals in it the food web has three main elements producers consumers and decomposers producers are plants they make their own food out of the sun also known as photosynthasis the producers are mostly at the bottom of the food chain consumers can't make their own food so they eat the producers primary consumers are herbavors secondary consumers are carnivors and some consumers are omnivors also there are parasite cosumers decomposers are mostly bacteria they help to brake down dead animals or dead plants or any of those dead things
L-I,leaves have unique structures called veins that transport liquids and nutrients to leaf cells veins also carry the products of photosynthesis back to the rest of the tree a tree leaf has several types of veins the central one is called the midrib or midvein other veins connect to the midrib and have their own unique patterns tree leaf veins in dicots we also call these trees hardwoods or deciduous trees are all considered to be netveined or reticulateveined this means that the veins branch from the main rib and then subbranch into finer veins there are two classifications you need to
L-I,"like i said already in ""more about moss"" mossmaygrowonly on a north side of a tree if that's the shadiest location as the sun tracks the sky ifthereissomethingelse providing shade or moisture themosswillgrowin those places just as well"
L-I,mosquitoes are part of the food web is because they get eaten by spiders dragon flies and more they are cosumers because they eat plants and obsorb the energy but they get eaten by the animals thet i mentioned
L-I,not all plants have flowers or seeds ferns and mosses are plants but they produce spores fungi or mushrooms also make spores but they are not plants spores on ferns develop under the leaves they look like brown spots but you will need a microscope to see them each type of fern has spores of a different shape some plants reproduce without seeds or spores in a kind of cloning cutting grafting or bulbs can be used to grow new plants
L-I,parts of a plantthe blade is broad and flat a stalk attaches the blade to the stem a simple leaf has one bade and a compond leaf has several blades on the same petiole veins in the leave carry food and water from the leaves to the rest of the plant they also make a strong support that give the leaves its shape the veins of a broad leaf form a netlike pattern the veins of narrow leaves are parallel leaves size are also adapted by habitat and maximize photosynthesis
L-I,photosynthesis occurs when a plant soaks up water through its roots absorbs carbon dioxide co2 through openings in the leaves called stomata and stores energy from sunlight as chemical energy the water travels up the plant's stem through a transport tissue calledxylem the water and co2 spread through the leaves into cells calledthe palisades and the spongy cells the cells are filled with structures called chloroplasts which contain a green pigment called chlorophyll chlorophyll splits the water into molecules of hydrogen and oxygen atoms the sunlight chemical energy is used to create glucose from the hydrogen and carbon dioxide the glucose dissolves into extra water molecules and gives the plant an extra boost of energy that it needs to grow the plant gives off the oxygen atoms as a waste product
L-I,"photosynthesis starts off with the sun when the sun is not blocked the sunlight goes to plants and gives the plants energy notes plants make carbon dioxide into sugar from sunlight plants use stuff like air h2o carbon dioxide and sunlight to make there own food when plans make there own food and ""eat"" it they release water"
L-I,photosynthiesis is where a plant turns energy from the sun into glucose for food meanwhile the roots suck up water and take in carbon dioxide andreleases air as a waste product
L-I,so what i learned is that photosnthesis is light tht comes from the sun and rain water and then it mixes it to gether and then creates this suger but its not the suger thats in coockies its a natrule suger ill post a pickture about it
L-I,the blade orlamina is the broad flat part of the leaf photosynthesis occurs in the blade which has many green foodmaking cells leaf blades differ from one another in several ways 1 the types of edges 2 the patterns of the veins and 3 the number of blades per leaf the types of edges almost all narrow grasslike leaves and needles leaves have a blade with a smooth edge as do many broadleaf plants particularly those that are native to warm climates the rubber plant a common house plant is a good example of such a plant the leaves of many temperate broadleaf plants have small jagged points called teeth along the blade edge birch and elm trees have such leaves some plants havehydathodes tiny valvelike structures that can release excess water from the leaf the teeth of young leaves on many plants including cottonwood and pin cherry trees bear tiny glads these glands produce liquids that protect the young leaf from planteating insects some temperate broadleaf plants including sassafras trees and certain mulberry and oak trees have lobed leaves the edge of such a leaf looks as if large bites have been taken out of it this lobing helps heat escape from the leaf
L-I,the food chain of the ants start with ants getting birth then they eat then the chimpanzees eat the ants with their tools like sticks then here comes a big predator called a jaguar then it eats the chimpanzee then here comes the the humans in africa eat the jaguar and leave it on the ground then it decomposes then it goes all over again
L-I,wait hailey i think you are right but the spores are not only for the wind they are also for the moss to grow let me explain it to you as part of the first plant family to colonize earth the soft beds of mosses that now grace mountain streams and woodlands may have shaped our planet’s history primitive mosses similar to the hundreds of moss species found in appalachia might have triggered two cool periods around 455 million years ago according to a recent study published earlier this year in nature geoscience the study suggests that early mosses clinging to prehistoric rocks sped up the weathering of certain minerals from those rocks the release of these minerals accelerated the pace of carbon sequestration leading to cooler temperatures that paved the way for further plant and animal evolution
L-I,why do animals mostly die in the winter and where do they go to hibernate if they do survive i learned why they hibernate because it's cold and the weather through outside animals coming hunt for them so they have to hibernate swag so they have to get food and shelter before other animals do a lot of website to find out what happened to animals is google search the web and chrome it was the most places where you can go other animals eat the snow animals to get more energy for the night period every man for himself and animal from self again some animals hibernate some animals migrate
L-I,wolves don't have alot of predtors as you would think they do because wolves are usally in packs wolves eat most of the following animals elk ox rabbit moose beavers fish musk and many more the predtors of the wolves are bear and mountian lion that's common predtors for the wolves
